book_no,book_title,plot_normalise,words
8,KARNA-PARVA,95.69,arjuna
8,KARNA-PARVA,95.72,karna
8,KARNA-PARVA,95.73,karna
8,KARNA-PARVA,95.75,arjuna
8,KARNA-PARVA,95.81,karna
8,KARNA-PARVA,96.00,arjuna
8,KARNA-PARVA,96.02,karna
8,KARNA-PARVA,96.27,arjuna
8,KARNA-PARVA,97.09,karna
8,KARNA-PARVA,97.11,karna
8,KARNA-PARVA,97.11,arjuna
8,KARNA-PARVA,97.44,karna
8,KARNA-PARVA,97.44,karna
8,KARNA-PARVA,97.46,arjuna
8,KARNA-PARVA,97.52,karna
8,KARNA-PARVA,97.53,karna
8,KARNA-PARVA,97.53,karna
8,KARNA-PARVA,97.54,karna
8,KARNA-PARVA,97.58,karna
8,KARNA-PARVA,97.80,karna
8,KARNA-PARVA,97.82,karna
8,KARNA-PARVA,97.87,karna
8,KARNA-PARVA,97.97,karna
8,KARNA-PARVA,98.05,karna
8,KARNA-PARVA,98.08,arjuna
8,KARNA-PARVA,98.08,karna
8,KARNA-PARVA,98.11,karna
8,KARNA-PARVA,98.13,arjuna
8,KARNA-PARVA,98.25,arjuna
8,KARNA-PARVA,98.31,arjuna
8,KARNA-PARVA,98.40,karna
8,KARNA-PARVA,98.40,arjuna
8,KARNA-PARVA,98.44,karna
8,KARNA-PARVA,98.46,arjuna
8,KARNA-PARVA,98.50,karna
8,KARNA-PARVA,98.52,karna
8,KARNA-PARVA,98.70,karna
8,KARNA-PARVA,98.73,arjuna
8,KARNA-PARVA,98.73,karna
8,KARNA-PARVA,98.75,karna
8,KARNA-PARVA,98.80,karna
8,KARNA-PARVA,98.83,karna
8,KARNA-PARVA,98.84,karna
8,KARNA-PARVA,98.88,karna
8,KARNA-PARVA,98.91,karna
8,KARNA-PARVA,98.96,arjuna
8,KARNA-PARVA,98.99,karna
8,KARNA-PARVA,99.00,arjuna
8,KARNA-PARVA,99.07,arjuna
8,KARNA-PARVA,99.08,karna
8,KARNA-PARVA,99.09,karna
8,KARNA-PARVA,99.15,karna
8,KARNA-PARVA,99.31,arjuna
8,KARNA-PARVA,99.41,arjuna
8,KARNA-PARVA,99.44,karna
8,KARNA-PARVA,99.45,karna
8,KARNA-PARVA,99.46,karna
8,KARNA-PARVA,99.47,karna
8,KARNA-PARVA,99.59,arjuna
8,KARNA-PARVA,99.60,karna
8,KARNA-PARVA,99.76,karna
8,KARNA-PARVA,99.99,karna
8,KARNA-PARVA,100.00,karna
9,SHALYA-PARVA,0.03,karna
9,SHALYA-PARVA,0.12,karna
9,SHALYA-PARVA,0.15,karna
9,SHALYA-PARVA,0.16,karna
9,SHALYA-PARVA,0.70,karna
9,SHALYA-PARVA,0.94,karna
9,SHALYA-PARVA,2.25,karna
9,SHALYA-PARVA,3.06,arjuna
9,SHALYA-PARVA,3.09,karna
9,SHALYA-PARVA,3.10,arjuna
9,SHALYA-PARVA,3.22,karna
9,SHALYA-PARVA,3.24,arjuna
9,SHALYA-PARVA,3.48,karna
9,SHALYA-PARVA,3.50,karna
9,SHALYA-PARVA,3.55,arjuna
9,SHALYA-PARVA,3.93,arjuna
9,SHALYA-PARVA,3.96,karna
9,SHALYA-PARVA,4.39,arjuna
9,SHALYA-PARVA,5.45,karna
9,SHALYA-PARVA,5.64,arjuna
9,SHALYA-PARVA,5.72,arjuna
9,SHALYA-PARVA,5.74,arjuna
9,SHALYA-PARVA,5.98,arjuna
9,SHALYA-PARVA,6.09,arjuna
9,SHALYA-PARVA,6.17,karna
9,SHALYA-PARVA,6.43,arjuna
9,SHALYA-PARVA,6.93,arjuna
9,SHALYA-PARVA,7.68,karna
9,SHALYA-PARVA,8.14,karna
9,SHALYA-PARVA,9.59,karna
9,SHALYA-PARVA,9.79,karna
9,SHALYA-PARVA,9.84,arjuna
9,SHALYA-PARVA,10.10,karna
9,SHALYA-PARVA,10.21,karna
9,SHALYA-PARVA,10.26,karna
9,SHALYA-PARVA,10.80,karna
9,SHALYA-PARVA,10.96,karna
9,SHALYA-PARVA,11.10,arjuna
9,SHALYA-PARVA,11.22,karna
9,SHALYA-PARVA,12.47,arjuna
9,SHALYA-PARVA,13.07,karna
9,SHALYA-PARVA,13.33,karna
9,SHALYA-PARVA,14.02,karna
9,SHALYA-PARVA,14.07,karna
9,SHALYA-PARVA,14.10,karna
9,SHALYA-PARVA,15.56,arjuna
9,SHALYA-PARVA,17.19,arjuna
9,SHALYA-PARVA,19.30,arjuna
9,SHALYA-PARVA,19.44,arjuna
9,SHALYA-PARVA,19.50,arjuna
9,SHALYA-PARVA,19.55,arjuna
9,SHALYA-PARVA,19.96,arjuna
9,SHALYA-PARVA,20.02,arjuna
9,SHALYA-PARVA,20.15,arjuna
9,SHALYA-PARVA,20.50,arjuna
9,SHALYA-PARVA,20.55,arjuna
9,SHALYA-PARVA,20.57,arjuna
9,SHALYA-PARVA,22.11,karna
9,SHALYA-PARVA,26.73,arjuna
9,SHALYA-PARVA,28.15,arjuna
9,SHALYA-PARVA,28.40,karna
9,SHALYA-PARVA,35.72,karna
9,SHALYA-PARVA,36.50,arjuna
9,SHALYA-PARVA,36.84,arjuna
9,SHALYA-PARVA,36.89,arjuna
9,SHALYA-PARVA,37.49,arjuna
9,SHALYA-PARVA,38.27,arjuna
9,SHALYA-PARVA,39.84,karna
9,SHALYA-PARVA,40.25,arjuna
9,SHALYA-PARVA,40.44,arjuna
9,SHALYA-PARVA,40.59,arjuna
9,SHALYA-PARVA,40.72,arjuna
9,SHALYA-PARVA,42.87,arjuna
9,SHALYA-PARVA,43.68,arjuna
9,SHALYA-PARVA,47.10,arjuna
9,SHALYA-PARVA,48.45,karna
9,SHALYA-PARVA,49.00,karna
9,SHALYA-PARVA,50.36,karna
9,SHALYA-PARVA,51.93,arjuna
9,SHALYA-PARVA,52.76,arjuna
9,SHALYA-PARVA,53.11,karna
9,SHALYA-PARVA,82.66,arjuna
9,SHALYA-PARVA,83.26,karna
9,SHALYA-PARVA,85.40,arjuna
9,SHALYA-PARVA,85.91,karna
9,SHALYA-PARVA,88.13,arjuna
9,SHALYA-PARVA,92.97,arjuna
9,SHALYA-PARVA,93.10,karna
9,SHALYA-PARVA,93.10,arjuna
9,SHALYA-PARVA,93.16,karna
9,SHALYA-PARVA,93.19,karna
9,SHALYA-PARVA,93.20,karna
9,SHALYA-PARVA,93.23,karna
9,SHALYA-PARVA,93.24,karna
9,SHALYA-PARVA,93.33,karna
9,SHALYA-PARVA,93.86,karna
9,SHALYA-PARVA,94.51,arjuna
9,SHALYA-PARVA,94.53,karna
9,SHALYA-PARVA,94.60,arjuna
9,SHALYA-PARVA,94.68,arjuna
9,SHALYA-PARVA,95.01,karna
9,SHALYA-PARVA,97.68,karna
9,SHALYA-PARVA,98.43,karna
9,SHALYA-PARVA,99.13,karna
10,SAUPTIKA-PARVA,16.18,karna
10,SAUPTIKA-PARVA,20.10,arjuna
10,SAUPTIKA-PARVA,23.00,karna
10,SAUPTIKA-PARVA,23.22,arjuna
10,SAUPTIKA-PARVA,61.63,arjuna
10,SAUPTIKA-PARVA,64.58,karna
10,SAUPTIKA-PARVA,66.64,arjuna
10,SAUPTIKA-PARVA,67.59,karna
10,SAUPTIKA-PARVA,67.77,karna
10,SAUPTIKA-PARVA,80.11,arjuna
10,SAUPTIKA-PARVA,82.33,arjuna
10,SAUPTIKA-PARVA,82.35,arjuna
10,SAUPTIKA-PARVA,82.61,arjuna
10,SAUPTIKA-PARVA,85.22,arjuna
10,SAUPTIKA-PARVA,86.51,arjuna
10,SAUPTIKA-PARVA,86.69,arjuna
10,SAUPTIKA-PARVA,88.81,arjuna
11,STRI-PARVA,2.18,karna
11,STRI-PARVA,26.78,karna
11,STRI-PARVA,45.59,karna
11,STRI-PARVA,48.40,karna
11,STRI-PARVA,50.29,arjuna
11,STRI-PARVA,54.48,karna
11,STRI-PARVA,55.24,karna
11,STRI-PARVA,65.27,karna
11,STRI-PARVA,65.35,arjuna
11,STRI-PARVA,68.87,arjuna
11,STRI-PARVA,70.81,karna
11,STRI-PARVA,72.94,karna
11,STRI-PARVA,73.09,karna
11,STRI-PARVA,73.38,karna
11,STRI-PARVA,73.84,karna
11,STRI-PARVA,74.08,karna
11,STRI-PARVA,74.49,karna
11,STRI-PARVA,75.71,arjuna
11,STRI-PARVA,77.34,karna
11,STRI-PARVA,80.01,arjuna
11,STRI-PARVA,83.07,arjuna
11,STRI-PARVA,83.64,arjuna
11,STRI-PARVA,84.43,arjuna
11,STRI-PARVA,84.57,arjuna
11,STRI-PARVA,84.64,arjuna
11,STRI-PARVA,89.63,karna
11,STRI-PARVA,95.89,karna
11,STRI-PARVA,97.59,arjuna
11,STRI-PARVA,98.18,karna
11,STRI-PARVA,98.30,karna
11,STRI-PARVA,99.15,karna
11,STRI-PARVA,99.35,karna
12,SANTI PARVA,0.07,arjuna
12,SANTI PARVA,0.12,karna
12,SANTI PARVA,0.14,arjuna
12,SANTI PARVA,0.17,arjuna
12,SANTI PARVA,0.17,arjuna
12,SANTI PARVA,0.18,karna
12,SANTI PARVA,0.18,karna
12,SANTI PARVA,0.18,arjuna
12,SANTI PARVA,0.19,arjuna
12,SANTI PARVA,0.19,karna
12,SANTI PARVA,0.20,arjuna
12,SANTI PARVA,0.20,arjuna
12,SANTI PARVA,0.21,karna
12,SANTI PARVA,0.21,karna
12,SANTI PARVA,0.21,arjuna
12,SANTI PARVA,0.22,karna
12,SANTI PARVA,0.22,karna
12,SANTI PARVA,0.22,karna
12,SANTI PARVA,0.23,karna
12,SANTI PARVA,0.23,karna
12,SANTI PARVA,0.26,karna
12,SANTI PARVA,0.26,arjuna
12,SANTI PARVA,0.28,arjuna
12,SANTI PARVA,0.29,karna
12,SANTI PARVA,0.30,arjuna
12,SANTI PARVA,0.31,karna
12,SANTI PARVA,0.32,karna
12,SANTI PARVA,0.33,karna
12,SANTI PARVA,0.33,karna
12,SANTI PARVA,0.35,karna
12,SANTI PARVA,0.38,karna
12,SANTI PARVA,0.39,karna
12,SANTI PARVA,0.40,karna
12,SANTI PARVA,0.41,karna
12,SANTI PARVA,0.41,karna
12,SANTI PARVA,0.42,karna
12,SANTI PARVA,0.42,karna
12,SANTI PARVA,0.43,karna
12,SANTI PARVA,0.43,karna
12,SANTI PARVA,0.44,karna
12,SANTI PARVA,0.44,karna
12,SANTI PARVA,0.45,karna
12,SANTI PARVA,0.51,karna
12,SANTI PARVA,0.52,karna
12,SANTI PARVA,0.53,karna
12,SANTI PARVA,0.54,karna
12,SANTI PARVA,0.56,karna
12,SANTI PARVA,0.57,karna
12,SANTI PARVA,0.58,karna
12,SANTI PARVA,0.63,karna
12,SANTI PARVA,0.64,karna
12,SANTI PARVA,0.64,karna
12,SANTI PARVA,0.65,karna
12,SANTI PARVA,0.66,karna
12,SANTI PARVA,0.67,karna
12,SANTI PARVA,0.68,karna
12,SANTI PARVA,0.69,karna
12,SANTI PARVA,0.69,karna
12,SANTI PARVA,0.69,karna
12,SANTI PARVA,0.70,karna
12,SANTI PARVA,0.71,arjuna
12,SANTI PARVA,0.73,arjuna
12,SANTI PARVA,0.73,karna
12,SANTI PARVA,0.76,karna
12,SANTI PARVA,0.76,karna
12,SANTI PARVA,0.80,karna
12,SANTI PARVA,0.80,arjuna
12,SANTI PARVA,0.80,arjuna
12,SANTI PARVA,1.02,arjuna
12,SANTI PARVA,1.03,arjuna
12,SANTI PARVA,1.22,arjuna
12,SANTI PARVA,1.59,arjuna
12,SANTI PARVA,1.74,arjuna
12,SANTI PARVA,1.76,arjuna
12,SANTI PARVA,2.15,karna
12,SANTI PARVA,2.26,arjuna
12,SANTI PARVA,2.26,arjuna
12,SANTI PARVA,2.56,arjuna
12,SANTI PARVA,2.85,arjuna
12,SANTI PARVA,3.07,arjuna
12,SANTI PARVA,3.12,arjuna
12,SANTI PARVA,3.22,arjuna
12,SANTI PARVA,3.44,arjuna
12,SANTI PARVA,3.52,arjuna
12,SANTI PARVA,3.52,arjuna
12,SANTI PARVA,4.20,arjuna
12,SANTI PARVA,4.44,arjuna
12,SANTI PARVA,4.48,karna
12,SANTI PARVA,4.49,arjuna
12,SANTI PARVA,4.87,arjuna
12,SANTI PARVA,4.87,arjuna
12,SANTI PARVA,4.88,arjuna
12,SANTI PARVA,4.89,arjuna
12,SANTI PARVA,6.34,arjuna
12,SANTI PARVA,7.52,arjuna
12,SANTI PARVA,7.60,arjuna
12,SANTI PARVA,7.85,arjuna
12,SANTI PARVA,8.05,karna
12,SANTI PARVA,8.23,arjuna
12,SANTI PARVA,8.26,arjuna
12,SANTI PARVA,8.29,arjuna
12,SANTI PARVA,9.49,arjuna
12,SANTI PARVA,9.53,arjuna
12,SANTI PARVA,9.53,arjuna
12,SANTI PARVA,9.55,arjuna
12,SANTI PARVA,9.56,arjuna
12,SANTI PARVA,10.30,arjuna
12,SANTI PARVA,10.37,arjuna
12,SANTI PARVA,25.28,karna
12,SANTI PARVA,32.66,arjuna
12,SANTI PARVA,34.62,arjuna
12,SANTI PARVA,34.62,arjuna
12,SANTI PARVA,34.68,arjuna
12,SANTI PARVA,77.79,arjuna
12,SANTI PARVA,77.79,arjuna
12,SANTI PARVA,78.80,arjuna
12,SANTI PARVA,78.83,arjuna
12,SANTI PARVA,79.14,arjuna
12,SANTI PARVA,79.16,arjuna
12,SANTI PARVA,80.38,arjuna
12,SANTI PARVA,82.09,arjuna
12,SANTI PARVA,84.83,arjuna
12,SANTI PARVA,86.43,karna
12,SANTI PARVA,86.43,karna
12,SANTI PARVA,86.70,karna
12,SANTI PARVA,98.69,arjuna
12,SANTI PARVA,99.45,arjuna
12,SANTI PARVA,99.46,arjuna
13,ANUSASANA PARVA,21.54,arjuna
13,ANUSASANA PARVA,79.96,arjuna
13,ANUSASANA PARVA,80.23,karna
13,ANUSASANA PARVA,82.97,arjuna
13,ANUSASANA PARVA,85.48,arjuna
13,ANUSASANA PARVA,85.61,arjuna
13,ANUSASANA PARVA,85.70,arjuna
13,ANUSASANA PARVA,85.74,arjuna
13,ANUSASANA PARVA,85.89,arjuna
13,ANUSASANA PARVA,85.98,arjuna
13,ANUSASANA PARVA,86.08,arjuna
13,ANUSASANA PARVA,86.33,arjuna
13,ANUSASANA PARVA,86.49,arjuna
13,ANUSASANA PARVA,86.62,arjuna
13,ANUSASANA PARVA,86.77,arjuna
13,ANUSASANA PARVA,86.99,arjuna
13,ANUSASANA PARVA,87.26,arjuna
13,ANUSASANA PARVA,87.27,arjuna
13,ANUSASANA PARVA,87.27,arjuna
13,ANUSASANA PARVA,87.70,arjuna
13,ANUSASANA PARVA,91.78,arjuna
13,ANUSASANA PARVA,91.97,arjuna
13,ANUSASANA PARVA,92.61,arjuna
13,ANUSASANA PARVA,92.62,arjuna
13,ANUSASANA PARVA,92.62,arjuna
13,ANUSASANA PARVA,94.04,arjuna
13,ANUSASANA PARVA,94.05,arjuna
13,ANUSASANA PARVA,95.67,arjuna
13,ANUSASANA PARVA,99.25,arjuna
13,ANUSASANA PARVA,99.64,arjuna
14,ASWAMEDHA PARVA,0.37,karna
14,ASWAMEDHA PARVA,0.91,karna
14,ASWAMEDHA PARVA,11.53,arjuna
14,ASWAMEDHA PARVA,11.61,karna
14,ASWAMEDHA PARVA,11.94,arjuna
14,ASWAMEDHA PARVA,11.97,arjuna
14,ASWAMEDHA PARVA,11.98,arjuna
14,ASWAMEDHA PARVA,12.36,arjuna
14,ASWAMEDHA PARVA,12.47,arjuna
14,ASWAMEDHA PARVA,12.70,arjuna
14,ASWAMEDHA PARVA,12.74,arjuna
14,ASWAMEDHA PARVA,12.77,arjuna
14,ASWAMEDHA PARVA,12.85,arjuna
14,ASWAMEDHA PARVA,26.14,arjuna
14,ASWAMEDHA PARVA,26.27,arjuna
14,ASWAMEDHA PARVA,29.68,arjuna
14,ASWAMEDHA PARVA,29.77,arjuna
14,ASWAMEDHA PARVA,46.59,arjuna
14,ASWAMEDHA PARVA,47.51,karna
14,ASWAMEDHA PARVA,47.78,arjuna
14,ASWAMEDHA PARVA,56.36,karna
14,ASWAMEDHA PARVA,56.54,arjuna
14,ASWAMEDHA PARVA,56.83,karna
14,ASWAMEDHA PARVA,56.87,arjuna
14,ASWAMEDHA PARVA,56.88,karna
14,ASWAMEDHA PARVA,56.91,karna
14,ASWAMEDHA PARVA,57.76,karna
14,ASWAMEDHA PARVA,57.79,karna
14,ASWAMEDHA PARVA,57.87,karna
14,ASWAMEDHA PARVA,57.91,arjuna
14,ASWAMEDHA PARVA,58.01,karna
14,ASWAMEDHA PARVA,59.27,arjuna
14,ASWAMEDHA PARVA,59.69,arjuna
14,ASWAMEDHA PARVA,61.90,arjuna
14,ASWAMEDHA PARVA,62.16,arjuna
14,ASWAMEDHA PARVA,62.26,arjuna
14,ASWAMEDHA PARVA,65.56,arjuna
14,ASWAMEDHA PARVA,66.25,arjuna
14,ASWAMEDHA PARVA,66.57,arjuna
14,ASWAMEDHA PARVA,66.63,arjuna
14,ASWAMEDHA PARVA,66.83,arjuna
14,ASWAMEDHA PARVA,66.89,arjuna
14,ASWAMEDHA PARVA,67.02,arjuna
14,ASWAMEDHA PARVA,67.08,arjuna
14,ASWAMEDHA PARVA,67.10,arjuna
14,ASWAMEDHA PARVA,67.19,arjuna
14,ASWAMEDHA PARVA,67.24,arjuna
14,ASWAMEDHA PARVA,67.30,arjuna
14,ASWAMEDHA PARVA,67.34,arjuna
14,ASWAMEDHA PARVA,67.36,arjuna
14,ASWAMEDHA PARVA,67.37,arjuna
14,ASWAMEDHA PARVA,67.46,arjuna
14,ASWAMEDHA PARVA,67.47,arjuna
14,ASWAMEDHA PARVA,67.47,arjuna
14,ASWAMEDHA PARVA,67.67,arjuna
14,ASWAMEDHA PARVA,67.74,arjuna
14,ASWAMEDHA PARVA,67.85,arjuna
14,ASWAMEDHA PARVA,67.99,arjuna
14,ASWAMEDHA PARVA,68.21,arjuna
14,ASWAMEDHA PARVA,68.40,arjuna
14,ASWAMEDHA PARVA,68.55,arjuna
14,ASWAMEDHA PARVA,68.58,arjuna
14,ASWAMEDHA PARVA,68.63,arjuna
14,ASWAMEDHA PARVA,68.65,arjuna
14,ASWAMEDHA PARVA,68.73,arjuna
14,ASWAMEDHA PARVA,68.81,arjuna
14,ASWAMEDHA PARVA,68.84,arjuna
14,ASWAMEDHA PARVA,68.85,arjuna
14,ASWAMEDHA PARVA,68.96,arjuna
14,ASWAMEDHA PARVA,69.15,arjuna
14,ASWAMEDHA PARVA,69.20,arjuna
14,ASWAMEDHA PARVA,69.20,arjuna
14,ASWAMEDHA PARVA,69.24,arjuna
14,ASWAMEDHA PARVA,69.25,arjuna
14,ASWAMEDHA PARVA,69.53,arjuna
14,ASWAMEDHA PARVA,69.56,arjuna
14,ASWAMEDHA PARVA,69.74,arjuna
14,ASWAMEDHA PARVA,69.85,arjuna
14,ASWAMEDHA PARVA,70.09,arjuna
14,ASWAMEDHA PARVA,70.27,arjuna
14,ASWAMEDHA PARVA,70.37,arjuna
14,ASWAMEDHA PARVA,70.80,arjuna
14,ASWAMEDHA PARVA,70.88,arjuna
14,ASWAMEDHA PARVA,70.98,arjuna
14,ASWAMEDHA PARVA,71.07,arjuna
14,ASWAMEDHA PARVA,71.08,arjuna
14,ASWAMEDHA PARVA,71.37,arjuna
14,ASWAMEDHA PARVA,71.78,arjuna
14,ASWAMEDHA PARVA,71.82,arjuna
14,ASWAMEDHA PARVA,71.87,arjuna
14,ASWAMEDHA PARVA,72.47,arjuna
14,ASWAMEDHA PARVA,72.49,arjuna
14,ASWAMEDHA PARVA,72.92,arjuna
14,ASWAMEDHA PARVA,73.58,arjuna
14,ASWAMEDHA PARVA,73.99,arjuna
14,ASWAMEDHA PARVA,74.88,arjuna
14,ASWAMEDHA PARVA,75.42,arjuna
14,ASWAMEDHA PARVA,75.91,arjuna
14,ASWAMEDHA PARVA,76.32,arjuna
14,ASWAMEDHA PARVA,76.45,arjuna
14,ASWAMEDHA PARVA,76.53,arjuna
14,ASWAMEDHA PARVA,76.66,arjuna
14,ASWAMEDHA PARVA,76.71,arjuna
14,ASWAMEDHA PARVA,76.89,arjuna
14,ASWAMEDHA PARVA,76.99,arjuna
14,ASWAMEDHA PARVA,77.02,arjuna
14,ASWAMEDHA PARVA,77.13,arjuna
14,ASWAMEDHA PARVA,77.23,arjuna
14,ASWAMEDHA PARVA,77.25,arjuna
14,ASWAMEDHA PARVA,77.47,arjuna
14,ASWAMEDHA PARVA,77.50,arjuna
14,ASWAMEDHA PARVA,77.63,arjuna
14,ASWAMEDHA PARVA,77.76,arjuna
14,ASWAMEDHA PARVA,77.82,arjuna
14,ASWAMEDHA PARVA,77.84,arjuna
14,ASWAMEDHA PARVA,77.99,arjuna
14,ASWAMEDHA PARVA,78.21,arjuna
14,ASWAMEDHA PARVA,78.34,arjuna
14,ASWAMEDHA PARVA,78.36,arjuna
14,ASWAMEDHA PARVA,78.44,arjuna
14,ASWAMEDHA PARVA,79.55,arjuna
14,ASWAMEDHA PARVA,79.58,arjuna
14,ASWAMEDHA PARVA,79.62,arjuna
14,ASWAMEDHA PARVA,79.69,arjuna
14,ASWAMEDHA PARVA,80.29,arjuna
14,ASWAMEDHA PARVA,80.34,arjuna
14,ASWAMEDHA PARVA,80.36,arjuna
14,ASWAMEDHA PARVA,80.47,arjuna
14,ASWAMEDHA PARVA,80.49,arjuna
14,ASWAMEDHA PARVA,80.52,arjuna
14,ASWAMEDHA PARVA,82.30,arjuna
14,ASWAMEDHA PARVA,87.63,arjuna
14,ASWAMEDHA PARVA,92.47,arjuna
14,ASWAMEDHA PARVA,93.55,arjuna
14,ASWAMEDHA PARVA,97.12,arjuna
14,ASWAMEDHA PARVA,97.35,arjuna
14,ASWAMEDHA PARVA,98.56,arjuna
14,ASWAMEDHA PARVA,98.74,arjuna
14,ASWAMEDHA PARVA,98.81,arjuna
14,ASWAMEDHA PARVA,98.84,arjuna
14,ASWAMEDHA PARVA,98.87,arjuna
14,ASWAMEDHA PARVA,99.02,arjuna
14,ASWAMEDHA PARVA,99.03,arjuna
15,ASRAMAVASIKA PARVA,2.69,arjuna
15,ASRAMAVASIKA PARVA,4.88,karna
15,ASRAMAVASIKA PARVA,5.57,arjuna
15,ASRAMAVASIKA PARVA,27.43,karna
15,ASRAMAVASIKA PARVA,27.65,karna
15,ASRAMAVASIKA PARVA,27.71,arjuna
15,ASRAMAVASIKA PARVA,27.94,karna
15,ASRAMAVASIKA PARVA,28.81,arjuna
15,ASRAMAVASIKA PARVA,30.14,arjuna
15,ASRAMAVASIKA PARVA,31.11,karna
15,ASRAMAVASIKA PARVA,31.73,arjuna
15,ASRAMAVASIKA PARVA,32.22,arjuna
15,ASRAMAVASIKA PARVA,32.60,arjuna
15,ASRAMAVASIKA PARVA,33.43,arjuna
15,ASRAMAVASIKA PARVA,36.28,arjuna
15,ASRAMAVASIKA PARVA,37.86,karna
15,ASRAMAVASIKA PARVA,38.22,arjuna
15,ASRAMAVASIKA PARVA,49.05,karna
15,ASRAMAVASIKA PARVA,51.54,arjuna
15,ASRAMAVASIKA PARVA,52.26,arjuna
15,ASRAMAVASIKA PARVA,53.47,arjuna
15,ASRAMAVASIKA PARVA,54.54,arjuna
15,ASRAMAVASIKA PARVA,55.09,arjuna
15,ASRAMAVASIKA PARVA,62.59,arjuna
15,ASRAMAVASIKA PARVA,68.24,arjuna
15,ASRAMAVASIKA PARVA,69.73,karna
15,ASRAMAVASIKA PARVA,70.22,karna
15,ASRAMAVASIKA PARVA,70.71,karna
15,ASRAMAVASIKA PARVA,71.60,karna
15,ASRAMAVASIKA PARVA,71.63,arjuna
15,ASRAMAVASIKA PARVA,73.13,karna
15,ASRAMAVASIKA PARVA,74.35,karna
15,ASRAMAVASIKA PARVA,74.41,karna
15,ASRAMAVASIKA PARVA,84.36,arjuna
15,ASRAMAVASIKA PARVA,89.32,arjuna
15,ASRAMAVASIKA PARVA,89.40,arjuna
15,ASRAMAVASIKA PARVA,89.44,arjuna
16,MAUSALA-PARVA,35.74,arjuna
16,MAUSALA-PARVA,39.78,arjuna
16,MAUSALA-PARVA,48.38,arjuna
16,MAUSALA-PARVA,49.60,arjuna
16,MAUSALA-PARVA,51.30,arjuna
16,MAUSALA-PARVA,52.11,arjuna
16,MAUSALA-PARVA,54.48,arjuna
16,MAUSALA-PARVA,55.95,arjuna
16,MAUSALA-PARVA,59.73,arjuna
16,MAUSALA-PARVA,59.75,arjuna
16,MAUSALA-PARVA,64.01,arjuna
16,MAUSALA-PARVA,64.32,arjuna
16,MAUSALA-PARVA,66.34,arjuna
16,MAUSALA-PARVA,71.91,arjuna
16,MAUSALA-PARVA,73.85,arjuna
16,MAUSALA-PARVA,74.52,arjuna
16,MAUSALA-PARVA,77.02,arjuna
16,MAUSALA-PARVA,78.83,arjuna
16,MAUSALA-PARVA,78.86,arjuna
16,MAUSALA-PARVA,79.63,arjuna
16,MAUSALA-PARVA,80.19,arjuna
16,MAUSALA-PARVA,80.64,arjuna
16,MAUSALA-PARVA,84.03,arjuna
16,MAUSALA-PARVA,85.36,arjuna
16,MAUSALA-PARVA,85.61,arjuna
16,MAUSALA-PARVA,85.99,arjuna
16,MAUSALA-PARVA,86.43,arjuna
16,MAUSALA-PARVA,88.30,arjuna
17,MAHAPRASTHANIKA PARVA,2.86,arjuna
17,MAHAPRASTHANIKA PARVA,5.31,arjuna
17,MAHAPRASTHANIKA PARVA,5.61,arjuna
17,MAHAPRASTHANIKA PARVA,16.79,arjuna
17,MAHAPRASTHANIKA PARVA,26.86,arjuna
17,MAHAPRASTHANIKA PARVA,31.79,arjuna
17,MAHAPRASTHANIKA PARVA,32.93,arjuna
17,MAHAPRASTHANIKA PARVA,52.97,arjuna
17,MAHAPRASTHANIKA PARVA,55.80,arjuna
17,MAHAPRASTHANIKA PARVA,85.57,arjuna
18,SVARGAROHANIKA-PARVA,6.75,karna
18,SVARGAROHANIKA-PARVA,9.45,karna
18,SVARGAROHANIKA-PARVA,9.84,karna
18,SVARGAROHANIKA-PARVA,10.07,karna
18,SVARGAROHANIKA-PARVA,10.48,arjuna
18,SVARGAROHANIKA-PARVA,10.65,arjuna
18,SVARGAROHANIKA-PARVA,19.76,karna
18,SVARGAROHANIKA-PARVA,19.83,arjuna
18,SVARGAROHANIKA-PARVA,20.61,karna
18,SVARGAROHANIKA-PARVA,28.55,arjuna
18,SVARGAROHANIKA-PARVA,29.22,karna
18,SVARGAROHANIKA-PARVA,35.69,arjuna
18,SVARGAROHANIKA-PARVA,35.88,karna
18,SVARGAROHANIKA-PARVA,39.36,karna
18,SVARGAROHANIKA-PARVA,49.94,karna
18,SVARGAROHANIKA-PARVA,86.00,karna
